Country,Year,Label,Indicator,Value,Region
Lao,1822,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1823,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1824,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1825,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1826,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1827,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1828,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1829,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1830,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1831,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1832,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1833,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1834,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1835,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1836,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1837,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1838,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1839,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1840,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1841,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1842,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1843,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1844,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1845,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1846,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1847,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1848,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1849,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1850,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1851,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1852,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1853,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1854,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1855,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1856,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1857,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1858,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1859,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1860,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1861,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1862,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1863,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1864,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1865,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1866,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1867,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1868,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1869,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1870,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1871,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1872,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1873,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1874,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1875,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1876,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1877,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1878,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1879,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1880,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1881,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1882,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1883,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1884,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1885,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1886,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1887,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1888,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1889,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1890,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1891,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1892,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1893,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1894,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1895,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1896,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1897,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1898,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1899,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1900,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1901,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1902,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1903,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1904,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1905,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1906,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1907,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1908,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1909,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1910,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1911,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1912,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1913,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1914,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1915,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1916,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1917,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1918,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1919,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1920,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1921,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1922,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1923,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1924,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1925,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1926,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1927,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1928,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1929,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1930,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1931,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1932,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1933,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1934,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1935,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1936,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1937,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1938,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1939,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1940,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1941,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1942,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1943,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1944,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1945,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1946,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1947,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1948,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1949,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1950,GDP Growth/Capita (%),GDP,0.0252,Rest of World
Lao,1951,GDP Growth/Capita (%),GDP,1.24,Rest of World
Lao,1952,GDP Growth/Capita (%),GDP,1.18,Rest of World
Lao,1953,GDP Growth/Capita (%),GDP,1.12,Rest of World
Lao,1954,GDP Growth/Capita (%),GDP,1.06,Rest of World
Lao,1955,GDP Growth/Capita (%),GDP,1.07,Rest of World
Lao,1956,GDP Growth/Capita (%),GDP,0.927,Rest of World
Lao,1957,GDP Growth/Capita (%),GDP,0.932,Rest of World
Lao,1958,GDP Growth/Capita (%),GDP,0.958,Rest of World
Lao,1959,GDP Growth/Capita (%),GDP,0.872,Rest of World
Lao,1960,GDP Growth/Capita (%),GDP,0.921,Rest of World
Lao,1961,GDP Growth/Capita (%),GDP,0.963,Rest of World
Lao,1962,GDP Growth/Capita (%),GDP,0.939,Rest of World
Lao,1963,GDP Growth/Capita (%),GDP,0.915,Rest of World
Lao,1964,GDP Growth/Capita (%),GDP,1.0,Rest of World
Lao,1965,GDP Growth/Capita (%),GDP,0.919,Rest of World
Lao,1966,GDP Growth/Capita (%),GDP,1.0,Rest of World
Lao,1967,GDP Growth/Capita (%),GDP,0.968,Rest of World
Lao,1968,GDP Growth/Capita (%),GDP,0.984,Rest of World
Lao,1969,GDP Growth/Capita (%),GDP,0.993,Rest of World
Lao,1970,GDP Growth/Capita (%),GDP,0.999,Rest of World
Lao,1971,GDP Growth/Capita (%),GDP,1.0,Rest of World
Lao,1972,GDP Growth/Capita (%),GDP,1.0,Rest of World
Lao,1973,GDP Growth/Capita (%),GDP,0.969,Rest of World
Lao,1974,GDP Growth/Capita (%),GDP,0.904,Rest of World
Lao,1975,GDP Growth/Capita (%),GDP,0.838,Rest of World
Lao,1976,GDP Growth/Capita (%),GDP,2.64,Rest of World
Lao,1977,GDP Growth/Capita (%),GDP,2.04,Rest of World
Lao,1978,GDP Growth/Capita (%),GDP,1.83,Rest of World
Lao,1979,GDP Growth/Capita (%),GDP,2.46,Rest of World
Lao,1980,GDP Growth/Capita (%),GDP,2.32,Rest of World
Lao,1981,GDP Growth/Capita (%),GDP,1.73,Rest of World
Lao,1982,GDP Growth/Capita (%),GDP,0.852,Rest of World
Lao,1983,GDP Growth/Capita (%),GDP,0.626,Rest of World
Lao,1984,GDP Growth/Capita (%),GDP,0.713,Rest of World
Lao,1985,GDP Growth/Capita (%),GDP,0.832,Rest of World
Lao,1986,GDP Growth/Capita (%),GDP,0.23,Rest of World
Lao,1987,GDP Growth/Capita (%),GDP,0.225,Rest of World
Lao,1988,GDP Growth/Capita (%),GDP,0.245,Rest of World
Lao,1989,GDP Growth/Capita (%),GDP,0.234,Rest of World
Lao,1990,GDP Growth/Capita (%),GDP,0.221,Rest of World
Lao,1991,GDP Growth/Capita (%),GDP,0.182,Rest of World
Lao,1992,GDP Growth/Capita (%),GDP,2.39,Rest of World
Lao,1993,GDP Growth/Capita (%),GDP,7.05,Rest of World
Lao,1994,GDP Growth/Capita (%),GDP,3.26,Rest of World
Lao,1995,GDP Growth/Capita (%),GDP,2.44,Rest of World
Lao,1996,GDP Growth/Capita (%),GDP,-0.183,Rest of World
Lao,1997,GDP Growth/Capita (%),GDP,2.61,Rest of World
Lao,1998,GDP Growth/Capita (%),GDP,0.449,Rest of World
Lao,1999,GDP Growth/Capita (%),GDP,5.09,Rest of World
Lao,2000,GDP Growth/Capita (%),GDP,3.11,Rest of World
Lao,2001,GDP Growth/Capita (%),GDP,3.1,Rest of World
Lao,2002,GDP Growth/Capita (%),GDP,3.26,Rest of World
Lao,2003,GDP Growth/Capita (%),GDP,3.22,Rest of World
Lao,2004,GDP Growth/Capita (%),GDP,3.83,Rest of World
Lao,2005,GDP Growth/Capita (%),GDP,4.54,Rest of World
Lao,2006,GDP Growth/Capita (%),GDP,7.0,Rest of World
Lao,2007,GDP Growth/Capita (%),GDP,6.21,Rest of World
Lao,2008,GDP Growth/Capita (%),GDP,6.16,Rest of World
Lao,2009,GDP Growth/Capita (%),GDP,5.92,Rest of World
Lao,2010,GDP Growth/Capita (%),GDP,6.58,Rest of World
Lao,2011,GDP Growth/Capita (%),GDP,6.54,Rest of World
Lao,2012,GDP Growth/Capita (%),GDP,5.85,Rest of World
Lao,2013,GDP Growth/Capita (%),GDP,6.18,Rest of World
Lao,2014,GDP Growth/Capita (%),GDP,5.47,Rest of World
Lao,2015,GDP Growth/Capita (%),GDP,5.8,Rest of World
Lao,2016,GDP Growth/Capita (%),GDP,5.98,Rest of World
Lao,2017,GDP Growth/Capita (%),GDP,5.67,Rest of World
Lao,2018,GDP Growth/Capita (%),GDP,5.47,Rest of World
Lao,2019,GDP Growth/Capita (%),GDP,5.51,Rest of World
Latvia,1801,GDP Growth/Capita (%),GDP,0.104,Rest of World
Latvia,1802,GDP Growth/Capita (%),GDP,0.104,Rest of World
Latvia,1803,GDP Growth/Capita (%),GDP,0.104,Rest of World
Latvia,1804,GDP Growth/Capita (%),GDP,0.104,Rest of World
Latvia,1805,GDP Growth/Capita (%),GDP,0.104,Rest of World
Latvia,1806,GDP Growth/Capita (%),GDP,0.104,Rest of World
Latvia,1807,GDP Growth/Capita (%),GDP,0.104,Rest of World
Latvia,1808,GDP Growth/Capita (%),GDP,0.104,Rest of World
Latvia,1809,GDP Growth/Capita (%),GDP,0.104,Rest of World
Latvia,1810,GDP Growth/Capita (%),GDP,0.104,Rest of World
Latvia,1811,GDP Growth/Capita (%),GDP,0.104,Rest of World
Latvia,1812,GDP Growth/Capita (%),GDP,0.104,Rest of World
Latvia,1813,GDP Growth/Capita (%),GDP,0.104,Rest of World
Latvia,1814,GDP Growth/Capita (%),GDP,0.104,Rest of World
Latvia,1815,GDP Growth/Capita (%),GDP,0.104,Rest of World
Latvia,1816,GDP Growth/Capita (%),GDP,0.104,Rest of World
Latvia,1817,GDP Growth/Capita (%),GDP,0.104,Rest of World
Latvia,1818,GDP Growth/Capita (%),GDP,0.104,Rest of World
Latvia,1819,GDP Growth/Capita (%),GDP,0.104,Rest of World
Latvia,1820,GDP Growth/Capita (%),GDP,0.104,Rest of World
Latvia,1821,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1822,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1823,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1824,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1825,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1826,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1827,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1828,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1829,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1830,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1831,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1832,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1833,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1834,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1835,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1836,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1837,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1838,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1839,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1840,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1841,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1842,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1843,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1844,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1845,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1846,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1847,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1848,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1849,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1850,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1851,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1852,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1853,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1854,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1855,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1856,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1857,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1858,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1859,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1860,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1861,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1862,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1863,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1864,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1865,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1866,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1867,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1868,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1869,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1870,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1871,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1872,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1873,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1874,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1875,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1876,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1877,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1878,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1879,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1880,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1881,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1882,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1883,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1884,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1885,GDP Growth/Capita (%),GDP,0.633,Rest of World
Latvia,1886,GDP Growth/Capita (%),GDP,-3.86,Rest of World
Latvia,1887,GDP Growth/Capita (%),GDP,16.9,Rest of World
Latvia,1888,GDP Growth/Capita (%),GDP,-3.8,Rest of World
Latvia,1889,GDP Growth/Capita (%),GDP,-7.01,Rest of World
Latvia,1890,GDP Growth/Capita (%),GDP,-0.411,Rest of World
Latvia,1891,GDP Growth/Capita (%),GDP,-8.4,Rest of World
Latvia,1892,GDP Growth/Capita (%),GDP,9.47,Rest of World
Latvia,1893,GDP Growth/Capita (%),GDP,13.3,Rest of World
Latvia,1894,GDP Growth/Capita (%),GDP,13.7,Rest of World
Latvia,1895,GDP Growth/Capita (%),GDP,-7.46,Rest of World
Latvia,1896,GDP Growth/Capita (%),GDP,10.1,Rest of World
Latvia,1897,GDP Growth/Capita (%),GDP,-1.67,Rest of World
Latvia,1898,GDP Growth/Capita (%),GDP,2.66,Rest of World
Latvia,1899,GDP Growth/Capita (%),GDP,6.11,Rest of World
Latvia,1900,GDP Growth/Capita (%),GDP,-2.15,Rest of World
Latvia,1901,GDP Growth/Capita (%),GDP,2.5,Rest of World
Latvia,1902,GDP Growth/Capita (%),GDP,8.67,Rest of World
Latvia,1903,GDP Growth/Capita (%),GDP,-6.9,Rest of World
Latvia,1904,GDP Growth/Capita (%),GDP,10.6,Rest of World
Latvia,1905,GDP Growth/Capita (%),GDP,-11.5,Rest of World
Latvia,1906,GDP Growth/Capita (%),GDP,-4.42,Rest of World
Latvia,1907,GDP Growth/Capita (%),GDP,-3.91,Rest of World
Latvia,1908,GDP Growth/Capita (%),GDP,9.21,Rest of World
Latvia,1909,GDP Growth/Capita (%),GDP,3.82,Rest of World
Latvia,1910,GDP Growth/Capita (%),GDP,6.7,Rest of World
Latvia,1911,GDP Growth/Capita (%),GDP,-7.61,Rest of World
Latvia,1912,GDP Growth/Capita (%),GDP,8.05,Rest of World
Latvia,1913,GDP Growth/Capita (%),GDP,5.05,Rest of World
Latvia,1914,GDP Growth/Capita (%),GDP,-4.51,Rest of World
Latvia,1915,GDP Growth/Capita (%),GDP,2.92,Rest of World
Latvia,1916,GDP Growth/Capita (%),GDP,-11.1,Rest of World
Latvia,1917,GDP Growth/Capita (%),GDP,-12.2,Rest of World
Latvia,1918,GDP Growth/Capita (%),GDP,-20.0,Rest of World
Latvia,1919,GDP Growth/Capita (%),GDP,-8.0,Rest of World
Latvia,1920,GDP Growth/Capita (%),GDP,30.0,Rest of World
Latvia,1921,GDP Growth/Capita (%),GDP,15.0,Rest of World
Latvia,1922,GDP Growth/Capita (%),GDP,15.0,Rest of World
Latvia,1923,GDP Growth/Capita (%),GDP,7.0,Rest of World
Latvia,1924,GDP Growth/Capita (%),GDP,1.7,Rest of World
Latvia,1925,GDP Growth/Capita (%),GDP,4.68,Rest of World
Latvia,1926,GDP Growth/Capita (%),GDP,2.73,Rest of World
Latvia,1927,GDP Growth/Capita (%),GDP,6.91,Rest of World
Latvia,1928,GDP Growth/Capita (%),GDP,5.87,Rest of World
Latvia,1929,GDP Growth/Capita (%),GDP,0.354,Rest of World
Latvia,1930,GDP Growth/Capita (%),GDP,-1.88,Rest of World
Latvia,1931,GDP Growth/Capita (%),GDP,-3.19,Rest of World
Latvia,1932,GDP Growth/Capita (%),GDP,-1.2,Rest of World
Latvia,1933,GDP Growth/Capita (%),GDP,5.96,Rest of World
Latvia,1934,GDP Growth/Capita (%),GDP,10.6,Rest of World
Latvia,1935,GDP Growth/Capita (%),GDP,3.49,Rest of World
Latvia,1936,GDP Growth/Capita (%),GDP,6.02,Rest of World
Latvia,1937,GDP Growth/Capita (%),GDP,4.95,Rest of World
Latvia,1938,GDP Growth/Capita (%),GDP,4.31,Rest of World
Latvia,1939,GDP Growth/Capita (%),GDP,-5.06,Rest of World
Latvia,1940,GDP Growth/Capita (%),GDP,-5.5,Rest of World
Latvia,1941,GDP Growth/Capita (%),GDP,-1.88,Rest of World
Latvia,1942,GDP Growth/Capita (%),GDP,-1.88,Rest of World
Latvia,1943,GDP Growth/Capita (%),GDP,-1.88,Rest of World
Latvia,1944,GDP Growth/Capita (%),GDP,-1.88,Rest of World
Latvia,1945,GDP Growth/Capita (%),GDP,-1.88,Rest of World
Latvia,1946,GDP Growth/Capita (%),GDP,-1.88,Rest of World
Latvia,1947,GDP Growth/Capita (%),GDP,11.1,Rest of World
Latvia,1948,GDP Growth/Capita (%),GDP,13.0,Rest of World
Latvia,1949,GDP Growth/Capita (%),GDP,9.22,Rest of World
Latvia,1950,GDP Growth/Capita (%),GDP,8.32,Rest of World
Latvia,1951,GDP Growth/Capita (%),GDP,-1.25,Rest of World
Latvia,1952,GDP Growth/Capita (%),GDP,4.66,Rest of World
Latvia,1953,GDP Growth/Capita (%),GDP,2.59,Rest of World
Latvia,1954,GDP Growth/Capita (%),GDP,3.1,Rest of World
Latvia,1955,GDP Growth/Capita (%),GDP,6.65,Rest of World
Latvia,1956,GDP Growth/Capita (%),GDP,7.65,Rest of World
Latvia,1957,GDP Growth/Capita (%),GDP,0.265,Rest of World
Latvia,1958,GDP Growth/Capita (%),GDP,5.63,Rest of World
Latvia,1959,GDP Growth/Capita (%),GDP,-2.86,Rest of World
Latvia,1960,GDP Growth/Capita (%),GDP,7.53,Rest of World
Latvia,1961,GDP Growth/Capita (%),GDP,3.87,Rest of World
Latvia,1962,GDP Growth/Capita (%),GDP,1.03,Rest of World
Latvia,1963,GDP Growth/Capita (%),GDP,-3.74,Rest of World
Latvia,1964,GDP Growth/Capita (%),GDP,11.4,Rest of World
Latvia,1965,GDP Growth/Capita (%),GDP,4.39,Rest of World
Latvia,1966,GDP Growth/Capita (%),GDP,3.67,Rest of World
Latvia,1967,GDP Growth/Capita (%),GDP,3.31,Rest of World
Latvia,1968,GDP Growth/Capita (%),GDP,4.81,Rest of World
Latvia,1969,GDP Growth/Capita (%),GDP,0.45,Rest of World
Latvia,1970,GDP Growth/Capita (%),GDP,6.69,Rest of World
Latvia,1971,GDP Growth/Capita (%),GDP,1.65,Rest of World
Latvia,1972,GDP Growth/Capita (%),GDP,-0.43,Rest of World
Latvia,1973,GDP Growth/Capita (%),GDP,7.38,Rest of World
Latvia,1974,GDP Growth/Capita (%),GDP,4.0,Rest of World
Latvia,1975,GDP Growth/Capita (%),GDP,6.0,Rest of World
Latvia,1976,GDP Growth/Capita (%),GDP,4.27,Rest of World
Latvia,1977,GDP Growth/Capita (%),GDP,1.88,Rest of World
Latvia,1978,GDP Growth/Capita (%),GDP,1.96,Rest of World
Latvia,1979,GDP Growth/Capita (%),GDP,4.78,Rest of World
Latvia,1980,GDP Growth/Capita (%),GDP,3.47,Rest of World
Latvia,1981,GDP Growth/Capita (%),GDP,3.62,Rest of World
Latvia,1982,GDP Growth/Capita (%),GDP,1.75,Rest of World
Latvia,1983,GDP Growth/Capita (%),GDP,4.57,Rest of World
Latvia,1984,GDP Growth/Capita (%),GDP,5.14,Rest of World
Latvia,1985,GDP Growth/Capita (%),GDP,-0.984,Rest of World
Latvia,1986,GDP Growth/Capita (%),GDP,4.11,Rest of World
Latvia,1987,GDP Growth/Capita (%),GDP,1.72,Rest of World
Latvia,1988,GDP Growth/Capita (%),GDP,4.47,Rest of World
Latvia,1989,GDP Growth/Capita (%),GDP,5.05,Rest of World
Latvia,1990,GDP Growth/Capita (%),GDP,-7.49,Rest of World
Latvia,1991,GDP Growth/Capita (%),GDP,-12.3,Rest of World
Latvia,1992,GDP Growth/Capita (%),GDP,-31.3,Rest of World
Latvia,1993,GDP Growth/Capita (%),GDP,-3.29,Rest of World
Latvia,1994,GDP Growth/Capita (%),GDP,3.71,Rest of World
Latvia,1995,GDP Growth/Capita (%),GDP,0.355,Rest of World
Latvia,1996,GDP Growth/Capita (%),GDP,4.79,Rest of World
Latvia,1997,GDP Growth/Capita (%),GDP,10.1,Rest of World
Latvia,1998,GDP Growth/Capita (%),GDP,6.46,Rest of World
Latvia,1999,GDP Growth/Capita (%),GDP,5.58,Rest of World
Latvia,2000,GDP Growth/Capita (%),GDP,7.72,Rest of World
Latvia,2001,GDP Growth/Capita (%),GDP,8.64,Rest of World
Latvia,2002,GDP Growth/Capita (%),GDP,7.43,Rest of World
